year,producer_region,deforestation_risk,latitude,longitude,type
2012,Lithuania,9920,55.169438,23.881275,c
2012,Cyprus,5180,35.126413,33.429859,c
2012,Malta,2680,35.937496,14.375416,c
2013,RoW Africa,13662210,-6.199387, 27.162474,c
2013,Brazil,8965110,-14.235004, -51.92528,c
2013,RoW America,6909350,-9.189967,-75.015152,c
2013,China,3300640,35.86166, 104.195397,c
2013,Indonesia,3211880,-0.789275, 113.921327,c
2013,RoW Asia and Pacific,3095490,17.108716, 102.905972,c
2013,RoW Middle East,1730820,29.448479, 70.317587,c
2013,United States,1693600,37.09024, -95.712891,c
2013,India,1650220,20.593684, 78.96288,c
2013,Japan,758290,36.204824, 138.252924,c
2013,Russia,742630,61.52401, 105.318756,c
2013,Australia,729880,-25.274398,133.775136,c
2013,Germany,620730,51.165691,10.451526,c
2013,France,510410,46.227638,2.213749,c
2013,Taiwan,476720,23.69781,120.960515,c
2013,Turkey,423170,38.963745,35.243322,c
2013,United Kingdom,420700,55.378051,-3.435973,c
2013,South Korea,387270,35.907757,127.766922,c
2013,Italy,374310,41.87194,12.56738,c
2013,Spain,315880,40.463667,-3.74922,c
2013,South Africa,283890,-30.559482,22.937506,c
2013,Netherlands,273260,52.132633,5.291266,c
2013,Canada,200520,56.130366,-106.346771,c
2013,Belgium,181600,50.503887,4.469936,c
2013,Mexico,169820,23.634501,-102.552784,c
2013,RoW Europe,112780,47.839163, 6.474374,c
2013,Switzerland,99560,46.818188,8.227512,c
2013,Poland,82730,51.919438,19.145136,c
2013,Norway,68770,60.472024,8.468946,c
2013,Sweden,67040,60.128161,18.643501,c
2013,Portugal,53750,39.399872,-8.224454,c
2013,Greece,48170,39.074208,21.824312,c
2013,Austria,46310,47.516231,14.550072,c
2013,Denmark,42010,56.26392,9.501785,c
2013,Ireland,35480,53.41291,-8.24389,c
2013,Finland,31630,61.92411,25.748151,c
2013,Czech Republic,30730,49.817492,15.472962,c
2013,Luxembourg,30530,49.815273,6.129583,c
2013,Romania,23140,45.943161,24.96676,c
2013,Slovakia,17270,48.669026,19.699024,c
2013,Estonia,12700,58.595272,25.013607,c
2013,Hungary,12560,47.162494,19.503304,c
2013,Slovenia,12090,46.151241,14.995463,c
2013,Bulgaria,11790,42.733883,25.48583,c
2013,Latvia,8340,56.879635,24.603189,c
2013,Lithuania,7900,55.169438,23.881275,c
2013,Croatia,7440,45.1,15.2,c
2013,Cyprus,4430,35.126413,33.429859,c
2013,Malta,3180,35.937496,14.375416,c
2014,RoW Africa,13561160,-6.199387, 27.162474,c
2014,Brazil,9794180,-14.235004, -51.92528,c
2014,RoW America,6552030,-9.189967,-75.015152,c
2014,Indonesia,3728610,-0.789275, 113.921327,c
2014,China,3719520,35.86166, 104.195397,c
2014,RoW Asia and Pacific,2989360,17.108716, 102.905972,c
2014,RoW Middle East,1787560,29.448479, 70.317587,c
2014,India,1758130,20.593684, 78.96288,c
2014,United States,1702690,37.09024, -95.712891,c
2014,Russia,744370,61.52401, 105.318756,c
2014,Japan,724740,36.204824, 138.252924,c
2014,Australia,664470,-25.274398,133.775136,c
2014,Taiwan,647270,23.69781,120.960515,c
2014,Germany,626880,51.165691,10.451526,c
2014,France,503200,46.227638,2.213749,c
2014,United Kingdom,421420,55.378051,-3.435973,c
2014,Turkey,380020,38.963745,35.243322,c
2014,Italy,363280,41.87194,12.56738,c
2014,South Korea,340730,35.907757,127.766922,c
2014,Spain,319070,40.463667,-3.74922,c
2014,Netherlands,268610,52.132633,5.291266,c
2014,South Africa,235290,-30.559482,22.937506,c
2014,Canada,198310,56.130366,-106.346771,c
2014,Belgium,187560,50.503887,4.469936,c
2014,Mexico,156950,23.634501,-102.552784,c
2014,Poland,90980,51.919438,19.145136,c
2014,RoW Europe,79880,47.839163, 6.474374,c
2014,Switzerland,78990,46.818188,8.227512,c
2014,Sweden,64610,60.128161,18.643501,c
2014,Norway,58490,60.472024,8.468946,c
2014,Portugal,46050,39.399872,-8.224454,c
2014,Austria,43870,47.516231,14.550072,c
2014,Greece,40950,39.074208,21.824312,c
2014,Ireland,37190,53.41291,-8.24389,c
2014,Denmark,36580,56.26392,9.501785,c
2014,Luxembourg,35840,49.815273,6.129583,c
2014,Czech Republic,29590,49.817492,15.472962,c
2014,Finland,26710,61.92411,25.748151,c
2014,Romania,23850,45.943161,24.96676,c
2014,Slovakia,18870,48.669026,19.699024,c
2014,Hungary,14090,47.162494,19.503304,c
2014,Estonia,12690,58.595272,25.013607,c
2014,Bulgaria,12280,42.733883,25.48583,c
2014,Latvia,10900,56.879635,24.603189,c
2014,Croatia,7900,45.1,15.2,c
2014,Slovenia,7770,46.151241,14.995463,c
2014,Lithuania,7610,55.169438,23.881275,c
2014,Cyprus,5210,35.126413,33.429859,c
2014,Malta,3310,35.937496,14.375416,c
2015,RoW Africa,12256690,-6.199387, 27.162474,c
2015,Brazil,9779770,-14.235004, -51.92528,c
2015,RoW America,5977360,-9.189967,-75.015152,c
2015,Indonesia,4841810,-0.789275, 113.921327,c
2015,China,3966410,35.86166, 104.195397,c
2015,RoW Asia and Pacific,2762110,17.108716, 102.905972,c
2015,United States,1858830,37.09024, -95.712891,c
2015,India,1856090,20.593684, 78.96288,c
2015,RoW Middle East,1820080,29.448479, 70.317587,c
2015,Taiwan,698330,23.69781,120.960515,c
2015,Japan,659990,36.204824, 138.252924,c
2015,Germany,563730,51.165691,10.451526,c
2015,Russia,494970,61.52401, 105.318756,c
2015,Turkey,414190,38.963745,35.243322,c
2015,France,401420,46.227638,2.213749,c
2015,Australia,400270,-25.274398,133.775136,c
2015,United Kingdom,376080,55.378051,-3.435973,c
2015,Italy,349840,41.87194,12.56738,c
2015,South Korea,320760,35.907757,127.766922,c
2015,Netherlands,302920,52.132633,5.291266,c
2015,Spain,285430,40.463667,-3.74922,c
2015,Mexico,268030,23.634501,-102.552784,c
2015,South Africa,224440,-30.559482,22.937506,c
2015,Belgium,193060,50.503887,4.469936,c
2015,Canada,168210,56.130366,-106.346771,c
2015,RoW Europe,79470,47.839163, 6.474374,c
2015,Poland,76200,51.919438,19.145136,c
2015,Switzerland,71520,46.818188,8.227512,c
2015,Sweden,56730,60.128161,18.643501,c
2015,Norway,48180,60.472024,8.468946,c
2015,Austria,42010,47.516231,14.550072,c
2015,Portugal,41250,39.399872,-8.224454,c
2015,Luxembourg,38370,49.815273,6.129583,c
2015,Ireland,37230,53.41291,-8.24389,c
2015,Greece,35880,39.074208,21.824312,c
2015,Denmark,31040,56.26392,9.501785,c
2015,Czech Republic,29540,49.817492,15.472962,c
2015,Finland,23870,61.92411,25.748151,c
2015,Romania,21440,45.943161,24.96676,c
2015,Hungary,15370,47.162494,19.503304,c
2015,Slovakia,14150,48.669026,19.699024,c
2015,Bulgaria,11720,42.733883,25.48583,c
2015,Slovenia,11450,46.151241,14.995463,c
2015,Estonia,9420,58.595272,25.013607,c
2015,Latvia,8180,56.879635,24.603189,c
2015,Croatia,6720,45.1,15.2,c
2015,Lithuania,6630,55.169438,23.881275,c
2015,Cyprus,3980,35.126413,33.429859,c
2015,Malta,3320,35.937496,14.375416,c
2016,RoW Africa,11791780,-6.199387, 27.162474,c
2016,Brazil,10956430,-14.235004, -51.92528,c
2016,Indonesia,5581710,-0.789275, 113.921327,c
2016,RoW America,5103950,-9.189967,-75.015152,c
2016,China,4406790,35.86166, 104.195397,c
2016,RoW Asia and Pacific,3110420,17.108716, 102.905972,c
2016,India,2196730,20.593684, 78.96288,c
2016,RoW Middle East,2054240,29.448479, 70.317587,c
2016,United States,2048710,37.09024, -95.712891,c
2016,Japan,720770,36.204824, 138.252924,c
2016,Taiwan,676030,23.69781,120.960515,c
2016,Australia,668110,-25.274398,133.775136,c
2016,Germany,610910,51.165691,10.451526,c
2016,Turkey,478640,38.963745,35.243322,c
2016,Russia,452980,61.52401, 105.318756,c
2016,France,374260,46.227638,2.213749,c
2016,South Korea,371280,35.907757,127.766922,c
2016,United Kingdom,365520,55.378051,-3.435973,c
2016,Italy,349710,41.87194,12.56738,c
2016,Mexico,345190,23.634501,-102.552784,c
2016,Spain,299840,40.463667,-3.74922,c
2016,Netherlands,283170,52.132633,5.291266,c
2016,Canada,205110,56.130366,-106.346771,c
2016,South Africa,203850,-30.559482,22.937506,c
2016,Belgium,199360,50.503887,4.469936,c
2016,RoW Europe,91570,47.839163, 6.474374,c
2016,Switzerland,79320,46.818188,8.227512,c
2016,Poland,72610,51.919438,19.145136,c
2016,Norway,61500,60.472024,8.468946,c
2016,Sweden,59750,60.128161,18.643501,c
2016,Ireland,47040,53.41291,-8.24389,c
2016,Portugal,46220,39.399872,-8.224454,c
2016,Austria,45440,47.516231,14.550072,c
2016,Greece,34260,39.074208,21.824312,c
2016,Denmark,31970,56.26392,9.501785,c
2016,Luxembourg,31620,49.815273,6.129583,c
2016,Czech Republic,29360,49.817492,15.472962,c
2016,Finland,25570,61.92411,25.748151,c
2016,Romania,20780,45.943161,24.96676,c
2016,Hungary,17170,47.162494,19.503304,c
2016,Slovakia,14470,48.669026,19.699024,c
2016,Bulgaria,11710,42.733883,25.48583,c
2016,Estonia,10270,58.595272,25.013607,c
2016,Slovenia,9560,46.151241,14.995463,c
2016,Croatia,6950,45.1,15.2,c
2016,Lithuania,6700,55.169438,23.881275,c
2016,Latvia,5710,56.879635,24.603189,c
2016,Cyprus,4490,35.126413,33.429859,c
2016,Malta,2740,35.937496,14.375416,c
2017,Brazil,11306270,-14.235004, -51.92528,c
2017,RoW Africa,10843530,-6.199387, 27.162474,c
2017,Indonesia,4899510,-0.789275, 113.921327,c
2017,China,4777830,35.86166, 104.195397,c
2017,RoW America,4728030,-9.189967,-75.015152,c
2017,RoW Asia and Pacific,3256220,17.108716, 102.905972,c
2017,India,2602710,20.593684, 78.96288,c
2017,RoW Middle East,2430000,29.448479, 70.317587,c
2017,United States,2017130,37.09024, -95.712891,c
2017,Japan,794370,36.204824, 138.252924,c
2017,Australia,701800,-25.274398,133.775136,c
2017,Taiwan,569780,23.69781,120.960515,c
2017,Germany,553880,51.165691,10.451526,c
2017,Turkey,518940,38.963745,35.243322,c
2017,Russia,464610,61.52401, 105.318756,c
2017,France,415490,46.227638,2.213749,c
2017,South Korea,410310,35.907757,127.766922,c
2017,Mexico,382810,23.634501,-102.552784,c
2017,Spain,374740,40.463667,-3.74922,c
2017,Italy,347140,41.87194,12.56738,c
2017,United Kingdom,336560,55.378051,-3.435973,c
2017,South Africa,272360,-30.559482,22.937506,c
2017,Netherlands,260120,52.132633,5.291266,c
2017,Canada,201690,56.130366,-106.346771,c
2017,Belgium,178280,50.503887,4.469936,c
2017,RoW Europe,124190,47.839163, 6.474374,c
2017,Poland,73370,51.919438,19.145136,c
2017,Switzerland,60330,46.818188,8.227512,c
2017,Sweden,50700,60.128161,18.643501,c
2017,Portugal,46340,39.399872,-8.224454,c
2017,Norway,39150,60.472024,8.468946,c
2017,Ireland,38270,53.41291,-8.24389,c
2017,Austria,38130,47.516231,14.550072,c
2017,Greece,37850,39.074208,21.824312,c
2017,Luxembourg,31920,49.815273,6.129583,c
2017,Denmark,29400,56.26392,9.501785,c
2017,Finland,23510,61.92411,25.748151,c
2017,Czech Republic,23430,49.817492,15.472962,c
2017,Romania,20040,45.943161,24.96676,c
2017,Hungary,14850,47.162494,19.503304,c
2017,Estonia,12790,58.595272,25.013607,c
2017,Slovakia,12300,48.669026,19.699024,c
2017,Bulgaria,11300,42.733883,25.48583,c
2017,Slovenia,8460,46.151241,14.995463,c
2017,Lithuania,6540,55.169438,23.881275,c
2017,Latvia,6240,56.879635,24.603189,c
2017,Croatia,5810,45.1,15.2,c
2017,Cyprus,4970,35.126413,33.429859,c
2017,Malta,2910,35.937496,14.375416,c
2018,Brazil,10917360,-14.235004, -51.92528,c
2018,RoW Africa,10219020,-6.199387, 27.162474,c
2018,China,5484580,35.86166, 104.195397,c
2018,Indonesia,5133560,-0.789275, 113.921327,c
2018,RoW America,4734200,-9.189967,-75.015152,c
2018,RoW Asia and Pacific,2926140,17.108716, 102.905972,c
2018,RoW Middle East,2707630,29.448479, 70.317587,c
2018,India,2354610,20.593684, 78.96288,c
2018,United States,2202130,37.09024, -95.712891,c
2018,Japan,817900,36.204824, 138.252924,c
2018,Turkey,724200,38.963745,35.243322,c
2018,Taiwan,609760,23.69781,120.960515,c
2018,Germany,566920,51.165691,10.451526,c
2018,Australia,506740,-25.274398,133.775136,c
2018,South Korea,445470,35.907757,127.766922,c
2018,France,417980,46.227638,2.213749,c
2018,Russia,375040,61.52401, 105.318756
2018,Spain,371170,40.463667,-3.74922,c
2018,Mexico,358220,23.634501,-102.552784,c
2018,Italy,348890,41.87194,12.56738,c
2018,United Kingdom,341990,55.378051,-3.435973,c
2018,South Africa,327130,-30.559482,22.937506,c
2018,Netherlands,269630,52.132633,5.291266,c
2018,Belgium,201470,50.503887,4.469936,c
2018,Canada,196340,56.130366,-106.346771,c
2018,RoW Europe,124230,47.839163, 6.474374,c
2018,Poland,87180,51.919438,19.145136,c
2018,Switzerland,63970,46.818188,8.227512,c
2018,Portugal,50570,39.399872,-8.224454,c
2018,Sweden,50500,60.128161,18.643501,c
2018,Ireland,42180,53.41291,-8.24389,c
2018,Austria,41910,47.516231,14.550072,c
2018,Greece,41020,39.074208,21.824312,c
2018,Norway,38920,60.472024,8.468946,c
2018,Denmark,33140,56.26392,9.501785,c
2018,Luxembourg,32640,49.815273,6.129583,c
2018,Czech Republic,25900,49.817492,15.472962,c
2018,Finland,24170,61.92411,25.748151,c
2018,Romania,22200,45.943161,24.96676,c
2018,Hungary,15640,47.162494,19.503304,c
2018,Slovakia,13500,48.669026,19.699024,c
2018,Bulgaria,13370,42.733883,25.48583,c
2018,Estonia,13280,58.595272,25.013607,c
2018,Slovenia,11860,46.151241,14.995463,c
2018,Latvia,7440,56.879635,24.603189,c
2018,Lithuania,7020,55.169438,23.881275,c
2018,Croatia,6370,45.1,15.2,c
2018,Cyprus,3730,35.126413,33.429859,c
2018,Malta,2560,35.937496,14.375416,c
